date,temperature_2m_above_ground,specific_humidity_2m_above_ground,relative_humidity_2m_above_ground,u_component_of_wind_10m_above_ground,v_component_of_wind_10m_above_ground,precipitable_water_entire_atmosphere,total_precipitation_surface,ACond_tavg,AvgSurfT_tavg,CanopInt_tavg,ECanop_tavg,ESoil_tavg,Evap_tavg,GWS_tavg,Lwnet_tavg,Qg_tavg,Qh_tavg,Qle_tavg,Qs_tavg,SnowT_tavg,SoilMoist_P_tavg,SoilMoist_RZ_tavg,SoilMoist_S_tavg,Swnet_tavg,TVeg_tavg,TWS_tavg,precipitation_sum,Water_availability
2015-04-21,35.427001041836185,0.0047717906100894,12.666124883594955,4.3295656550776735,-1.451013681646638,18.884593421204627,0.0,0.0108077585833465,307.99069939590083,1.8623553945709443e-05,6.828816393199706e-11,2.521795346087228e-05,2.5317056678602046e-05,862.1028771749355,-86.77905708406028,12.721036511708082,64.98539232238522,62.44451775201937,0.0,307.99069939590083,1133.1743940648023,271.07156393779974,3.908262063574985,226.93157974491277,9.903366119895825e-08,1133.174439096838,0.0,-102.29617309312374
2015-04-22,34.54249178852813,0.0044744559717842,12.357948206031953,5.6514427359036485,-1.0681294262451249,16.940299254607382,0.0,0.0109914942555568,307.8465416140673,1.4481275104849262e-05,3.9885735001046135e-11,2.032755431291736e-05,2.0393483596788844e-05,861.3582740721663,-93.69680755119012,9.41741042456976,65.20757470867498,50.300524858924426,0.0,307.8465416140673,1131.5225196156075,270.1642340218149,3.6261555937732144,218.62134254269483,6.588722056155843e-08,1131.5225009453004,0.0,-86.98189137945201
2015-04-23,34.062017894760366,0.0038353892644613,11.372076342321508,4.209994186650036,-1.757068474452247,13.332368117502227,0.0,0.0132913273092874,306.54846327866966,1.1456660655031609e-05,3.1260438216654446e-11,1.6686204765029855e-05,1.6730339834757022e-05,860.6039262476976,-106.1837069658729,3.1792001914444983,86.00224177817991,41.26538325131424,0.0,306.54846327866966,1130.184952650613,269.5810220919974,3.425981611255707,236.6290027184215,4.4103532429719956e-08,1130.184936771548,0.0,-75.5880490220282
2015-04-24,34.701736179212226,0.0036573840937044,10.565210211426422,2.695076153284336,-2.183893500330911,12.947736904126032,0.0,0.0095359070483988,307.3015479421228,9.605029697375696e-06,1.6844246212246893e-11,1.4543776728714874e-05,1.4573628338505998e-05,859.8464117903051,-102.44865235274402,9.727634442530997,80.9342730684978,35.94585236301267,0.0,307.3015479421228,1129.0736242775026,269.22723089388705,3.3068509610687813,229.06053049971416,2.9834735171167664e-08,1129.073650329094,0.0,-68.87981358408899
2015-04-25,34.589155196885095,0.0039766625451565,11.323039677993552,1.586467398313572,-2.3767964019945924,15.014227924974469,0.0,0.0093154170762414,307.64836089591665,8.358937825376163e-06,1.3455228747289638e-11,1.389141934351955e-05,1.391276719356191e-05,859.0903511977777,-105.4381387446954,7.363695666072814,81.83004209859583,34.315838181875584,0.0,307.64836089591665,1128.0649255271849,268.97456742883696,3.2232909120195274,228.94313392018884,2.1333518637733557e-08,1128.064920130784,0.0,-66.8242710788549
2015-04-26,35.351674586195266,0.0051518033045287,14.116141898027523,2.6361447117656724,-2.764787161130725,19.520137225911228,0.0,0.0096116713882325,307.91034286002804,0.0006554078556940488,1.782373099917675e-07,1.2918385088478242e-05,1.3111054067294607e-05,858.3388276138926,-96.85701810635202,9.816767947460576,87.0415840807969,32.33841422902859,3.867846474846128e-10,307.91034286002804,1127.1737517069996,268.8349770646754,3.2173426766705706,226.0569047074977,1.4431972553742648e-08,1127.174438042369,0.0,-64.33182562588064
2015-04-27,36.51461220795543,0.0054651923140628,14.099947304250344,5.654497901818665,-2.332424579447283,19.22128676689737,0.0009391937648743734,0.0109123639474675,308.9188964967805,0.0006165430609596994,1.999961990064852e-08,1.3466076361177463e-05,1.3496309556680122e-05,857.5933911703466,-91.53826077003788,12.306217580306816,89.09314882464524,33.28864950474685,1.5791213963483075e-11,308.9188964967805,1126.2755832206913,268.6822134808796,3.182398792931704,226.22860382824405,1.0234064991570054e-08,1126.2762252683565,0.0,-65.5289703620897
2015-04-28,36.065951138395576,0.0045328668015938,11.862072489650911,5.306530832775982,-2.2433087218239,15.005589679590244,0.0,0.0136420752785009,308.89025339266146,0.0002243566210475039,2.25446402647174e-08,1.3352646137755664e-05,1.3382041801400544e-05,856.8530252348118,-97.64754932682688,9.25189152238815,85.89893667872357,33.0068049488998,2.101135354028662e-12,308.89025339266146,1125.350898866731,268.49785448089847,3.1150368151625965,225.8040793349103,6.851512238177253e-09,1125.3510874306282,0.0,-65.17350935444762
2015-04-29,35.715536333099585,0.0046376684118823,12.842410054350609,2.8037814857199383,-1.8327893914057312,14.097254223636975,0.0,0.010907927963398,309.31099310153866,5.222991920134045e-05,1.3735472549884767e-09,1.229905845457694e-05,1.2304818748513451e-05,856.1152856097957,-100.4835159565375,10.306168586257996,94.19159768655048,30.34983533184703,0.0,309.31099310153866,1124.457517670422,268.34224119419,3.062009380842612,235.3331637498809,4.386605913818071e-09,1124.457558732692,0.0,-61.82290823537619
2015-04-30,36.12587059842859,0.0044465958382129,11.879329874697657,4.690669564330076,-2.241830482480987,14.406373037131337,0.0,0.01102694276743,309.9574029813937,2.0539497125067038e-05,1.343224496346553e-10,1.2999171334319349e-05,1.3002272020812822e-05,855.3866007114814,-108.46701776302926,12.112113562056688,83.76362435798336,32.07010361043418,0.0,309.9574029813937,1123.6068564314185,268.22030996307126,3.0234709873916654,236.41479824035144,2.965957964098502e-09,1123.606913372753,0.0,-63.99226689353617
2015-05-01,34.95924568215036,0.0034016108996684,9.435370267457191,0.939937099983872,-1.677992850406251,13.410755633722312,0.0,0.0115133350264523,308.4129674647881,1.3523672967815996e-05,5.871719133239743e-11,1.155648560394568e-05,1.1558627804104586e-05,854.5915177508099,-115.1037809092824,1.0117285101394342,94.90019902950378,28.5093547115481,0.0,308.4129674647881,1122.6549280678353,268.06340844069064,2.9627278997161524,239.51781789267932,2.083344095829237e-09,1122.654926579173,0.0,-59.50195592188686
2015-05-02,35.52302004431642,0.0038015696115229,10.23367438293731,-0.0021623006484646,-2.660282163375392,15.304380768137737,0.0,0.008995855832851,309.45427762783635,1.0451105621508224e-05,2.7222019056851403e-11,1.1048885188594008e-05,1.1050379382096452e-05,853.7040411476198,-101.63794309724636,11.071116719788654,78.27788158354718,27.255762726310792,0.0,309.45427762783635,1121.666527352682,267.9624784671193,2.9377592133312684,218.2464977047308,1.4678676391332184e-09,1121.6665282210683,0.0,-57.92110003007275
2015-05-03,35.79734281705321,0.0049571943477025,13.383430976673033,-0.22583332470816,0.0789941173033576,18.228349718903782,0.0001863143652889544,0.0080594582846615,310.1085987556272,8.698476071783917e-06,1.7144749036205518e-11,1.1143097210366042e-05,1.1144197933723128e-05,852.8276864028559,-108.31733200414394,10.716543715174607,82.47591293536553,27.487164980027732,0.0,310.1085987556272,1120.7105916961425,267.8829140701914,2.9113747785246464,228.99752612230253,1.083700555896227e-09,1120.7105916961425,0.0,-58.21291325305236
2015-05-04,35.434008604530376,0.0065510357748388,18.558066918406144,1.7613748729097338,2.4128789309542618,20.60235261682896,0.0125508131705436,0.0096778369454735,309.52414107904195,0.0008037401673457833,3.777984384593462e-07,1.0727216732906586e-05,1.1106284152513734e-05,851.9632711643127,-100.25701332867628,7.362162725227634,82.37734687619093,27.393648831824947,9.382356493746863e-10,309.52414107904195,1119.844217564032,267.8809882993621,2.9507344357851077,217.3905978008983,1.2688344656372403e-09,1119.845066473736,0.3,-47.29790451614247
2015-05-05,35.883231687416526,0.00461888940446,12.706555088260147,2.920195349905935,-0.1874701471222869,16.425093430308955,0.0014460535508928,0.0091931604064728,309.0556739559018,0.0013357145851738,3.0023406962732777e-07,1.2010103789431402e-05,1.231109948600452e-05,851.1106108998864,-104.29274987786764,3.282969995727384,91.87873963611882,30.365324594141025,3.371600351890132e-09,309.0556739559018,1119.164347020591,268.053774484774,3.154676797428752,229.81561913529063,7.606494457562629e-10,1119.1657072237836,0.3,-51.05293086700294
2015-05-06,36.90206375328826,0.0036677359839567,9.201096886814367,3.2732767242240106,-4.019472288242748,14.443053653105324,0.005383426568155,0.0078825652315394,309.7670556045159,0.0008144965061110565,1.2755347817538793e-07,1.3851055476936187e-05,1.3979320558094076e-05,850.2693740100395,-117.21266554235442,9.46393474233829,78.64216249357393,34.47999420786292,2.9713109760025715e-10,309.7670556045159,1118.2048108480813,267.93534607615896,3.066299046685056,239.8008598079526,7.114198634976377e-10,1118.205547239722,0.0,-67.03220286046172
2015-05-07,37.39788102690118,0.0044309558151718,10.66772122423702,2.692935446766032,-4.556642636776647,18.10552625301569,0.0,0.0087314538025425,310.49176549523827,0.00013315190598057493,7.696195257873231e-09,1.156272814358356e-05,1.1571031067677078e-05,849.4399316058895,-115.60658746424728,11.663223766699067,80.78987975236848,28.539948907324938,0.0,310.49176549523827,1117.1524844906194,267.7125136522743,2.8691914873879125,236.604016249742,6.066889320416009e-10,1117.1525777801262,0.0,-59.54053503290277
2015-05-08,37.1490684037609,0.0057058259900089,13.822487154102262,3.1290319422114403,-3.298012934069495,24.49691989202164,0.0500254075787141,0.0109429512886572,311.1676465476432,2.55526003948626e-05,2.5392612934696096e-10,1.0334320921440562e-05,1.0335174810338722e-05,848.6220680174788,-103.6381150222406,12.67434172320172,89.56095510963502,25.491708517074585,0.0,311.1676465476432,1116.2201672685826,267.59810525227374,2.7700541300502253,231.36715136892428,6.002215500113899e-10,1116.220160569602,0.1,-52.096527730077526
2015-05-09,36.37135149702468,0.0062354046541014,15.897095427058415,3.2451953434880365,-1.822511815235996,26.639077702592708,0.0750042357490534,0.0105062199868186,311.49847945546713,0.0009729602356153592,3.591528002624176e-07,1.097800826463628e-05,1.133767066923936e-05,847.8154231746022,-90.878038646729,11.309118007256732,81.98318679158281,27.96436279188327,2.609571067252955e-09,311.49847945546713,1115.5325928974926,267.71713539061506,2.902651469155056,212.1370684305827,5.09432581823506e-10,1115.5335208923836,3.1,52.77719234055036
2015-05-10,36.21748214401202,0.0068369307251501,17.678182484637592,3.726443423598342,-0.1163086439428446,26.789596443940304,0.0679463080940061,0.0092899159356058,309.9371945140807,0.00162038351544,4.125511577524506e-07,1.890769193800579e-05,1.932081833610863e-05,847.0200542046772,-83.4201364982419,2.054695900862779,76.39397543620288,47.65479734079624,1.1120661928358071e-08,309.9371945140807,1115.440854886683,268.4208035352753,3.611191937593909,209.51853800207616,5.73775413120781e-10,1115.4424600368593,0.0,-83.68006305949422
2015-05-11,36.11038884082782,0.0072918261177772,18.65211753741028,4.01727950213058,0.1674436774733207,30.12711549697691,0.0222129065682307,0.0101700614091024,311.21795598472033,0.0010712784310974,1.1002387096424265e-07,1.7435407488203677e-05,1.7545979716953478e-05,846.2361066864758,-93.45541170942104,12.881491767681712,83.1229557409519,43.27716164084954,6.524077897724025e-10,311.21795598472033,1114.3360902119457,268.09987077480406,3.296210729978918,232.7431827328069,5.490948511849282e-10,1114.337052632153,0.3,-67.32704456080137
2015-05-12,36.17549308373673,0.0078444484759056,20.062764976971195,3.277506068784732,0.0141499431889083,32.03435649724833,0.0789725202668365,0.0110858821421785,312.0353169014784,0.0009957538834016778,1.7400689034198558e-07,1.2335606323553867e-05,1.251005626383586e-05,845.4626070348226,-84.03285180068598,11.762029294076005,98.0304314760658,30.85605067353907,9.058062298195867e-10,312.0353169014784,1113.252214819435,267.7896215082184,3.019856729643132,224.68104312865717,4.422421048241074e-10,1113.253215138505,0.0,-62.46409642273227
2015-05-13,35.81552342709483,0.0078856228869376,20.83156582763605,2.283676701929842,0.8506476355426807,32.570497291197945,0.0262044806433727,0.0126360858907938,312.58251611973213,0.001026196214342,1.9144632459279465e-07,1.1193495346213137e-05,1.1385326966936977e-05,844.6993574437088,-79.04550020481513,12.641563487246753,106.94736441945642,28.08190836751364,1.0709842475940303e-09,312.58251611973213,1112.3885771588582,267.68926471617164,2.936859863802669,226.71691706897764,3.847882063615545e-10,1112.3896463905894,0.0,-58.96625218736443
2015-05-14,34.37638250960889,0.0083892975193259,24.02658831025284,0.671091828698557,2.0398464586913394,29.758498933862864,0.001515921431803,0.0091157829345438,307.12181872856326,0.0007857232216397315,1.6242901009396368e-07,6.895566830798184e-06,7.05826959840745e-06,843.9462130786926,-43.85781410263807,-8.370501830810456,50.394713111040055,17.409221892434406,1.3737017574437954e-10,307.12181872856326,1111.816246715019,267.8700318220186,3.1300097653051693,103.2905977605804,2.7430031756524955e-10,1111.817033535097,0.3,-34.704469035081104
2015-05-15,33.98424529745002,0.0085140567658468,25.56211723084372,1.1661051532434947,2.56251179071337,26.52052255124258,0.0147745172137604,0.0102870044671377,310.6919588228552,0.0004779710614723338,1.6434275444755666e-07,1.0807016149267772e-05,1.0971728025333871e-05,843.2030665079753,-85.93009837856137,7.747194644396867,90.19564409178447,27.06176723115812,4.931256360336268e-10,310.6919588228552,1110.986146136028,267.78311275078994,3.0543614400596155,210.93116701327688,3.6889746030782285e-10,1110.9866620815867,0.0,-57.67799666797674
2015-05-16,36.46201524476047,0.0066677635839906,17.51063714193579,1.6969541431743642,-0.3923608934903344,22.44151459105292,0.0,0.0102775165871754,311.55478835687404,9.418377863966738e-05,1.5943263599923592e-08,1.0833225202276946e-05,1.0849499461081117e-05,842.4699506682109,-86.81591434013552,12.398109429250889,91.63002196366224,26.76029133602856,4.605149482166374e-12,311.55478835687404,1110.1157199270358,267.64574109829533,2.932563478142265,217.60810199210317,3.312081480767545e-10,1110.1157768683706,0.0,-57.29629744760359
2015-05-17,38.49846693791023,0.005750956629603,13.084718212303592,1.920417057785021,-3.316910494802238,21.84828544341452,0.0,0.0092755927821636,312.7742335311765,2.401772596618773e-05,3.010753548994651e-10,1.0125478365068367e-05,1.0126040748898927e-05,841.746419953137,-106.09450298402366,11.889519664330209,94.72072710642,24.975880671322827,0.0,312.7742335311765,1109.1821728217894,267.4357546054251,2.734469935903705,237.67948972500437,2.616489394197762e-10,1109.182183986757,0.0,-55.04603714537518
2015-05-18,39.33434554916731,0.0062781432599955,13.52099869137776,4.405842537543708,-4.345965132364693,22.241294438155684,0.0,0.0105015040229536,313.3252081522127,1.2743547303238657e-05,7.812941300372897e-11,9.46294874377533e-06,9.46328536865326e-06,841.0322169482223,-109.23932400370028,13.29672883875002,94.89488407848324,23.34119283668394,0.0,313.3252081522127,1108.3483034459557,267.31606694353303,2.620337254632779,240.77490935286852,2.574346176434564e-10,1108.3482884973046,0.0,-52.984602810659055
2015-05-19,39.42950749952939,0.0071109061965022,15.333259459857535,5.234855696117899,-4.042869796553771,24.80807122378168,0.00028794036957632173,0.0127142444546372,314.624756014444,8.573751388230745e-06,3.773143078113432e-11,8.956712383308964e-06,8.956989769950173e-06,840.3274393469337,-102.91373526565428,16.506765592388987,96.5470546241698,22.09241473577856,0.0,314.624756014444,1107.554065177111,267.2266421434356,2.5346619600687568,238.06101367919425,2.3972155462338836e-10,1107.5540899881505,0.0,-51.40982098045299
2015-05-20,38.85046393089499,0.007208284664249,16.04826841745677,5.439509108352165,-3.222546081433955,24.261295736482147,0.0,0.011197557997496,314.24633212205833,6.487759287110969e-06,1.836639762457843e-11,8.105101994438085e-06,8.105363436731373e-06,839.6315979996348,-106.23549723431348,11.303923202723992,102.23959721200836,19.991878321500327,0.0,314.24633212205833,1106.8229441448923,267.1912912508336,2.50308226691029,239.77254433360525,2.4300584375666893e-10,1106.8228999812427,0.0,-48.76092243360921
2015-05-21,38.47970404960919,0.0073347247895825,16.71510443571945,6.478691418246341,-2.33424347308988,24.71144389528731,0.0,0.0125952722898464,314.23087000653027,5.261909518317335e-06,1.2191403191288544e-11,7.808299754258296e-06,7.808564229587015e-06,838.9449512512703,-98.98066331506745,10.801585941779903,101.73135809394402,19.2598230044047,0.0,314.23087000653027,1106.1258437614129,267.1809154913677,2.49883493563024,230.7750755248031,2.5273150500524076e-10,1106.1258825906891,0.0,-47.83775817970741
2015-05-22,37.57284831328764,0.0079048501072403,19.301325689244077,6.803327903489715,-0.8833201860088643,24.098370141533973,0.0,0.01533756930877,313.3722358331447,4.392773280230128e-06,9.087632747470767e-12,7.560079145457527e-06,7.560397250472306e-06,838.2671983920461,-95.50424440120294,6.506239605143787,101.5448064493939,18.647720218673957,0.0,313.3722358331447,1105.4662479307592,267.19904194033245,2.5263009236110907,222.2005415195372,3.0886459287232846e-10,1105.4662468142626,0.0,-47.065859607869015
2015-05-23,37.02025304357531,0.0094059685897508,24.202170516599,6.978202540639455,-0.3249424047628353,26.529150151826823,0.0,0.0150665879832595,312.6831796537569,3.766928893732833e-06,6.24894707544525e-12,7.3850279182636766e-06,7.385334606531954e-06,837.5979142848068,-103.59390989939376,5.391165658710449,105.54545676998976,18.21592860299397,0.0,312.6831796537569,1104.806448587557,267.20853247293616,2.5477657812397645,232.7471149568636,3.0055195765110227e-10,1104.8064421987146,0.0,-46.52134476015692
2015-05-24,37.04735926147397,0.0105402489385784,27.07935757920913,7.245137252534428,-0.6786667792561752,28.05202235087631,0.0010763888562326,0.0162520350526821,313.2336458345739,3.3091891151062603e-06,4.931826259290827e-12,7.384030165142361e-06,7.384260063497457e-06,836.9369730755566,-94.80968697090456,9.062815758755535,107.32779309807754,18.213277502757744,0.0,313.2336458345739,1104.1613555536037,267.2243969925051,2.5764036304582425,229.41435558039967,2.2491948323653052e-10,1104.1613654780194,0.0,-46.51800250150245
2015-05-25,37.58589543275392,0.0096099317933587,23.90833156384265,6.511852412971701,-1.8212501668879355,28.13204863429231,0.0,0.0163157948073211,313.15114159312674,6.953834055111211e-05,2.405278559160744e-08,7.295439862756632e-06,7.319632928331005e-06,836.2836321078664,-89.59957093339625,7.415350258834962,112.46114816898252,18.05387494234535,1.5996187660531853e-12,313.15114159312674,1103.5215902561094,267.2379651728684,2.6028448440195104,227.52955973245264,1.4070546546931078e-10,1103.5216614637916,0.0,-46.31699123573492
2015-05-26,37.928360218988814,0.008461533488735,20.07250419740633,5.458225010785711,-3.469149013291683,27.806131880922205,1.8419715035441743e-05,0.0132433019031399,313.64643158951435,0.000489707581215132,1.092399474672139e-07,8.045378654596271e-06,8.15480003287424e-06,835.638212436583,-89.59071206658835,9.250612728964022,108.93782957588752,20.11381366194748,4.5680335654753656e-10,313.64643158951435,1102.8970978899702,267.25893803728303,2.6351885936124537,227.89464654379745,1.8138101170210167e-10,1102.8976364135744,0.0,-48.9161108634122
2015-05-27,38.242901271339335,0.0084565451421553,19.670708767534663,5.268407103087537,-3.430406644304351,27.64182374775813,0.0,0.0129343923635599,313.3986995045732,0.0001477659831198992,2.1933170443586247e-08,8.034728210528495e-06,8.056905301145889e-06,835.000811383007,-89.90574528919004,6.336694069267288,107.3153795304337,19.87235701181055,2.776563679583061e-12,313.3986995045732,1102.2142278779816,267.2133511644069,2.5989026279468845,223.4276889087708,2.4436496181873617e-10,1102.214301194602,0.0,-48.610206884907825
2015-05-28,38.67378415234364,0.0080033693245652,17.83805494491001,5.19670740979898,-3.839933856280154,28.737322597403512,0.0,0.0140295265861446,314.34627002623023,3.423155553866856e-05,8.391421642211078e-10,8.033974398397442e-06,8.035030476101501e-06,834.3713269117401,-90.8334662197082,12.666718963685073,97.09722623592472,19.81840098388796,0.0,314.34627002623023,1101.5162171774764,267.14488780013914,2.540065670643396,220.4206725950164,2.168120600765145e-10,1101.5162457101712,0.0,-48.542158792866076
2015-05-29,38.82344503105492,0.0062824966781543,13.74265777592252,3.4381759379586807,-3.672538656701156,24.740671949981028,0.0,0.0131641821755944,313.53769513262,0.0004014705025263435,2.0982800413676266e-07,7.430000592404855e-06,7.640075164256748e-06,833.7494310208451,-82.16090075950312,5.103072664117424,101.79604731924164,18.844242656134007,4.398628763776927e-10,313.53769513262,1100.9096125160777,267.1601677871332,2.564386583925262,207.9000510859296,2.45900852418172e-10,1100.910000932895,0.0,-47.31505794039481
2015-05-30,38.63772215468448,0.0059950116926442,13.351505539321964,3.729059031107706,-3.092486593668108,24.94771173915404,0.0010691903764066,0.011935450846511,314.22164253296893,4.4776782479724406e-05,1.5792852943894703e-09,8.204274686379247e-06,8.206059554942945e-06,833.13502874607,-100.80779526097989,9.269390310698409,104.24335423911492,20.240245716358583,0.0,314.22164253296893,1100.2303669627115,267.095314925279,2.50911370428597,234.56075485353549,2.0568374122518363e-10,1100.2304026285806,0.0,-49.074127639694495
2015-05-31,38.34381465058984,0.0069107505870604,15.834057677153568,4.824986554071786,-1.1657390868671265,27.63620259808653,0.0362296750434443,0.010414376380717,314.58155683191814,1.5567931827292813e-05,1.0590981948557012e-10,7.643034528768096e-06,7.643340579743084e-06,832.5278705503882,-99.20153331756592,9.639114159878677,88.84741609464817,18.85229944213619,0.0,314.58155683191814,1099.5383776532924,267.0105009621721,2.428798482912342,216.5417818984365,2.0019663107997895e-10,1099.538381933197,0.0,-47.323846539232875
2015-06-01,37.13904158765382,0.0092781961168008,23.06934960638766,4.199273926825198,-1.7341850463953294,29.941838670915708,0.0167259487391608,0.0124342489809676,313.86021389224663,0.0006883171330169656,8.750411417679514e-08,6.576360057928601e-06,6.664103239018004e-06,831.9334098381723,-94.7688703304384,5.605466124488085,104.601432180017,16.437009612719216,8.581530314014977e-11,313.86021389224663,1098.9270319124548,266.9936050011859,2.415585114703915,221.4111524442347,2.3836979853735666e-10,1098.927721907453,0.0,-44.27829363456044
2015-06-02,36.17250137897685,0.0095777317758366,24.490959940503444,3.293539689917911,-1.6890427731919266,31.024746426802665,0.0139892448375076,0.0114175278562825,312.9115243617112,0.00014188310479227318,1.4774086820240392e-08,6.5203906431419664e-06,6.5353817712929135e-06,831.3401254173217,-98.06669410457458,2.012103644086093,104.8301246069311,16.119519475029733,3.97777434720478e-14,312.9115243617112,1098.3687222488527,267.0285952653343,2.457869363024952,221.026185043459,2.1711327198345842e-10,1098.3688683238456,0.0,-43.877651585154126
