time,precipitation_sum (mm)
4/1/2015,0
4/2/2015,0
4/3/2015,0
4/4/2015,0
4/5/2015,0
4/6/2015,0
4/7/2015,0
4/8/2015,0.7
4/9/2015,0
4/10/2015,0.3
4/11/2015,5.2
4/12/2015,7.8
4/13/2015,13.5
4/14/2015,0.6
4/15/2015,2.1
4/16/2015,0
4/17/2015,0
4/18/2015,0
4/19/2015,0
4/20/2015,0
4/21/2015,0
4/22/2015,0
4/23/2015,0
4/24/2015,0
4/25/2015,0
4/26/2015,0
4/27/2015,0
4/28/2015,0
4/29/2015,0
4/30/2015,0
5/1/2015,0
5/2/2015,0
5/3/2015,0
5/4/2015,0
5/5/2015,0.3
5/6/2015,0.3
5/7/2015,0
5/8/2015,0
5/9/2015,0.1
5/10/2015,3.1
5/11/2015,0
5/12/2015,0.3
5/13/2015,0
5/14/2015,0
5/15/2015,0.3
5/16/2015,0
5/17/2015,0
5/18/2015,0
5/19/2015,0
5/20/2015,0
5/21/2015,0
5/22/2015,0
5/23/2015,0
5/24/2015,0
5/25/2015,0
5/26/2015,0
5/27/2015,0
5/28/2015,0
5/29/2015,0
5/30/2015,0
5/31/2015,0
6/1/2015,0
6/2/2015,0
6/3/2015,0
6/4/2015,0
6/5/2015,0
6/6/2015,0
6/7/2015,0
6/8/2015,0.8
6/9/2015,0.3
6/10/2015,12.6
6/11/2015,1.8
6/12/2015,11.6
6/13/2015,12.4
6/14/2015,8.7
6/15/2015,6.7
6/16/2015,0.8
6/17/2015,3.8
6/18/2015,1.2
6/19/2015,7.9
6/20/2015,9.5
6/21/2015,5.9
6/22/2015,11.2
6/23/2015,4
6/24/2015,15.1
6/25/2015,37
6/26/2015,0
6/27/2015,0.2
6/28/2015,0
6/29/2015,4.7
6/30/2015,1.3
7/1/2015,0
7/2/2015,0
7/3/2015,0.2
7/4/2015,0
7/5/2015,0
7/6/2015,0.1
7/7/2015,0.3
7/8/2015,2.7
7/9/2015,6.4
7/10/2015,5.3
7/11/2015,12.2
7/12/2015,0.3
7/13/2015,0.8
7/14/2015,0
7/15/2015,0
7/16/2015,0.5
7/17/2015,4.2
7/18/2015,31.2
7/19/2015,205.9
7/20/2015,50
7/21/2015,18.9
7/22/2015,10.1
7/23/2015,37.1
7/24/2015,56
7/25/2015,55.7
7/26/2015,33.9
7/27/2015,20.2
7/28/2015,3.2
7/29/2015,8.3
7/30/2015,0.6
7/31/2015,0.3
8/1/2015,0.1
8/2/2015,16.6
8/3/2015,14
8/4/2015,58.2
8/5/2015,41.1
8/6/2015,6.9
8/7/2015,4.5
8/8/2015,3.5
8/9/2015,4.1
8/10/2015,6.6
8/11/2015,12.8
8/12/2015,5.7
8/13/2015,29.4
8/14/2015,17.3
8/15/2015,4.9
8/16/2015,11.8
8/17/2015,10.3
8/18/2015,13.9
8/19/2015,2.6
8/20/2015,0.6
8/21/2015,1.3
8/22/2015,1
8/23/2015,0.1
8/24/2015,0
8/25/2015,0.3
8/26/2015,0.3
8/27/2015,0.6
8/28/2015,11.9
8/29/2015,33.6
8/30/2015,22.3
8/31/2015,5.8
9/1/2015,2
9/2/2015,2.5
9/3/2015,0.9
9/4/2015,0.2
9/5/2015,0.2
9/6/2015,0.5
9/7/2015,0.4
9/8/2015,0.2
9/9/2015,0
9/10/2015,0
9/11/2015,0.4
9/12/2015,0
9/13/2015,8
9/14/2015,0.7
9/15/2015,0.2
9/16/2015,0.3
9/17/2015,14
9/18/2015,2
9/19/2015,0.1
9/20/2015,0
9/21/2015,0
9/22/2015,0.1
9/23/2015,0.5
9/24/2015,0
9/25/2015,0
9/26/2015,0
9/27/2015,0
9/28/2015,0
9/29/2015,0
9/30/2015,0
10/1/2015,0
10/2/2015,0
10/3/2015,0
10/4/2015,0
10/5/2015,0
10/6/2015,0
10/7/2015,0
10/8/2015,0
10/9/2015,0
10/10/2015,0
10/11/2015,0
10/12/2015,0
10/13/2015,0
10/14/2015,0
10/15/2015,0
10/16/2015,0
10/17/2015,0
10/18/2015,0
10/19/2015,0
10/20/2015,0
10/21/2015,0
10/22/2015,1.1
10/23/2015,0
10/24/2015,0
10/25/2015,0.4
10/26/2015,0.4
10/27/2015,4.3
10/28/2015,4.4
10/29/2015,0.5
10/30/2015,0
10/31/2015,0
11/1/2015,0
11/2/2015,0
11/3/2015,0
11/4/2015,0
11/5/2015,0
11/6/2015,0
11/7/2015,0
11/8/2015,0
11/9/2015,0.1
11/10/2015,0
11/11/2015,0
11/12/2015,0
11/13/2015,0
11/14/2015,0
11/15/2015,0
11/16/2015,0
11/17/2015,0
11/18/2015,0
11/19/2015,0
11/20/2015,0
11/21/2015,0
11/22/2015,0
11/23/2015,0
11/24/2015,0
11/25/2015,0
11/26/2015,0
11/27/2015,0
11/28/2015,0
11/29/2015,6.8
11/30/2015,0.2
12/1/2015,0
12/2/2015,0
12/3/2015,0
12/4/2015,0
12/5/2015,0
12/6/2015,0
12/7/2015,0
12/8/2015,0
12/9/2015,0
12/10/2015,0
12/11/2015,0
12/12/2015,0
12/13/2015,0
12/14/2015,0
12/15/2015,0
12/16/2015,0
12/17/2015,0
12/18/2015,0
12/19/2015,0
12/20/2015,0
12/21/2015,0
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/25/2015,0
12/26/2015,0
12/27/2015,0
12/28/2015,0
12/29/2015,0
12/30/2015,0
12/31/2015,0
1/1/2016,0
1/2/2016,0
1/3/2016,0
1/4/2016,0
1/5/2016,0
1/6/2016,0
1/7/2016,0
1/8/2016,0
1/9/2016,0
1/10/2016,0
1/11/2016,0
1/12/2016,0
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0.8
1/17/2016,0
1/18/2016,9.2
1/19/2016,0.8
1/20/2016,0
1/21/2016,0
1/22/2016,0
1/23/2016,0
1/24/2016,0
1/25/2016,0
1/26/2016,0
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,0
1/31/2016,0
2/1/2016,0
2/2/2016,0
2/3/2016,0
2/4/2016,0
2/5/2016,0
2/6/2016,0
2/7/2016,0
2/8/2016,0
2/9/2016,0
2/10/2016,0
2/11/2016,0
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,0
2/16/2016,0
2/17/2016,0
2/18/2016,0
2/19/2016,0
2/20/2016,0
2/21/2016,0
2/22/2016,0
2/23/2016,0
2/24/2016,0
2/25/2016,0
2/26/2016,0
2/27/2016,0
2/28/2016,0
2/29/2016,0
3/1/2016,0
3/2/2016,0
3/3/2016,0.5
3/4/2016,0.8
3/5/2016,0
3/6/2016,0
3/7/2016,0
3/8/2016,0
3/9/2016,0
3/10/2016,0
3/11/2016,0.1
3/12/2016,2.8
3/13/2016,1.3
3/14/2016,0
3/15/2016,0
3/16/2016,0
3/17/2016,0
3/18/2016,0
3/19/2016,0
3/20/2016,0
3/21/2016,0
3/22/2016,0
3/23/2016,0
3/24/2016,0
3/25/2016,0
3/26/2016,0
3/27/2016,3.3
3/28/2016,0
3/29/2016,0
3/30/2016,0
3/31/2016,0
4/1/2016,0
4/2/2016,0
4/3/2016,0
4/4/2016,0
4/5/2016,0
4/6/2016,0
4/7/2016,0
4/8/2016,0
4/9/2016,0
4/10/2016,0
4/11/2016,0
4/12/2016,0
4/13/2016,0
4/14/2016,0
4/15/2016,0
4/16/2016,0
4/17/2016,0
4/18/2016,0
4/19/2016,0
4/20/2016,0
4/21/2016,0
4/22/2016,0
4/23/2016,0
4/24/2016,0
4/25/2016,0
4/26/2016,0
4/27/2016,0
4/28/2016,0
4/29/2016,0.1
4/30/2016,0
5/1/2016,0
5/2/2016,0.2
5/3/2016,1.4
5/4/2016,0
5/5/2016,1.9
5/6/2016,1.4
5/7/2016,0
5/8/2016,0
5/9/2016,0.6
5/10/2016,0.4
5/11/2016,0
5/12/2016,0
5/13/2016,0
5/14/2016,0
5/15/2016,0
5/16/2016,0
5/17/2016,0
5/18/2016,0
5/19/2016,0
5/20/2016,0
5/21/2016,0
5/22/2016,0
5/23/2016,0
5/24/2016,0
5/25/2016,0
5/26/2016,0
5/27/2016,0
5/28/2016,0
5/29/2016,0
5/30/2016,0
5/31/2016,0
6/1/2016,0
6/2/2016,0
6/3/2016,0
6/4/2016,0
6/5/2016,0
6/6/2016,1.3
6/7/2016,0
6/8/2016,0.2
6/9/2016,1
6/10/2016,0
6/11/2016,0
6/12/2016,0.2
6/13/2016,0
6/14/2016,0
6/15/2016,0
6/16/2016,0
6/17/2016,6.2
6/18/2016,3.9
6/19/2016,14.3
6/20/2016,4.7
6/21/2016,11.7
6/22/2016,8.3
6/23/2016,11.2
6/24/2016,9.1
6/25/2016,16.7
6/26/2016,15.8
6/27/2016,8.4
6/28/2016,16.4
6/29/2016,3.4
6/30/2016,4.6
7/1/2016,6.8
7/2/2016,13.8
7/3/2016,18.5
7/4/2016,31.6
7/5/2016,6.4
7/6/2016,33.6
7/7/2016,29.5
7/8/2016,43.4
7/9/2016,41.7
7/10/2016,23.8
7/11/2016,13
7/12/2016,38.8
7/13/2016,20.1
7/14/2016,0.5
7/15/2016,15.9
7/16/2016,7.2
7/17/2016,3.5
7/18/2016,0.2
7/19/2016,0.6
7/20/2016,0.9
7/21/2016,1.6
7/22/2016,3.1
7/23/2016,4.5
7/24/2016,12.3
7/25/2016,6.9
7/26/2016,18.5
7/27/2016,4.3
7/28/2016,5.9
7/29/2016,6.1
7/30/2016,9
7/31/2016,7
8/1/2016,18.4
8/2/2016,21.7
8/3/2016,16.6
8/4/2016,8.8
8/5/2016,39.4
8/6/2016,33.7
8/7/2016,34.7
8/8/2016,3.5
8/9/2016,9.9
8/10/2016,4.4
8/11/2016,0.2
8/12/2016,36.8
8/13/2016,26.9
8/14/2016,9.3
8/15/2016,0.9
8/16/2016,0.1
8/17/2016,0.4
8/18/2016,2.6
8/19/2016,84.5
8/20/2016,56.7
8/21/2016,4.1
8/22/2016,10.7
8/23/2016,28.1
8/24/2016,0.7
8/25/2016,0.7
8/26/2016,15.5
8/27/2016,11.6
8/28/2016,2.9
8/29/2016,1.8
8/30/2016,5.1
8/31/2016,21.8
9/1/2016,5.8
9/2/2016,3.3
9/3/2016,1.9
9/4/2016,1.5
9/5/2016,0.5
9/6/2016,0.5
9/7/2016,0.6
9/8/2016,0.1
9/9/2016,0.2
9/10/2016,0
9/11/2016,0
9/12/2016,0
9/13/2016,1
9/14/2016,1.5
9/15/2016,4.1
9/16/2016,4.7
9/17/2016,7
9/18/2016,5.3
9/19/2016,13.5
9/20/2016,2
9/21/2016,7
9/22/2016,5.4
9/23/2016,0.9
9/24/2016,0.7
9/25/2016,0
9/26/2016,0.1
9/27/2016,0
9/28/2016,0.4
9/29/2016,0.5
9/30/2016,13.2
10/1/2016,7.5
10/2/2016,4.7
10/3/2016,1.5
10/4/2016,1.6
10/5/2016,4
10/6/2016,6.7
10/7/2016,9.6
10/8/2016,10.3
10/9/2016,0
10/10/2016,0.3
10/11/2016,0
10/12/2016,0
10/13/2016,0
10/14/2016,0
10/15/2016,0
10/16/2016,0
10/17/2016,0
10/18/2016,0
10/19/2016,0
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,0
10/25/2016,0
10/26/2016,0
10/27/2016,0
10/28/2016,0
10/29/2016,0
10/30/2016,0
10/31/2016,0
11/1/2016,0
11/2/2016,0
11/3/2016,0
11/4/2016,0
11/5/2016,0
11/6/2016,0
11/7/2016,0
11/8/2016,0
11/9/2016,0
11/10/2016,0
11/11/2016,0
11/12/2016,0
11/13/2016,0
11/14/2016,0
11/15/2016,0
11/16/2016,0
11/17/2016,0
11/18/2016,0
11/19/2016,0
11/20/2016,0
11/21/2016,0
11/22/2016,0
11/23/2016,0
11/24/2016,0
11/25/2016,0
11/26/2016,0
11/27/2016,0
11/28/2016,0
11/29/2016,0
11/30/2016,0
12/1/2016,0
12/2/2016,0
12/3/2016,0
12/4/2016,0
12/5/2016,0
12/6/2016,0
12/7/2016,0
12/8/2016,0
12/9/2016,0
12/10/2016,0
12/11/2016,0
12/12/2016,0
12/13/2016,0
12/14/2016,0
12/15/2016,0
12/16/2016,0
12/17/2016,0
12/18/2016,0
12/19/2016,0
12/20/2016,0
12/21/2016,0
12/22/2016,0
12/23/2016,0
12/24/2016,0
12/25/2016,0
12/26/2016,0
12/27/2016,0
12/28/2016,0
12/29/2016,0
12/30/2016,0
12/31/2016,0
1/1/2017,0
1/2/2017,0
1/3/2017,0
1/4/2017,0
1/5/2017,0
1/6/2017,0
1/7/2017,0
1/8/2017,0
1/9/2017,0.9
1/10/2017,0
1/11/2017,0
1/12/2017,0
1/13/2017,0
1/14/2017,0
1/15/2017,0
1/16/2017,0.1
1/17/2017,0
1/18/2017,0.6
1/19/2017,0.2
1/20/2017,0
1/21/2017,0
1/22/2017,0
1/23/2017,0
1/24/2017,0
1/25/2017,0
1/26/2017,0.5
1/27/2017,0
1/28/2017,0
1/29/2017,0
1/30/2017,0
1/31/2017,0
2/1/2017,0
2/2/2017,0
2/3/2017,0
2/4/2017,0
2/5/2017,0
2/6/2017,0
2/7/2017,0
2/8/2017,0
2/9/2017,0
2/10/2017,0
2/11/2017,2.6
2/12/2017,0.3
2/13/2017,0.4
2/14/2017,0
2/15/2017,0
2/16/2017,0
2/17/2017,0
2/18/2017,0
2/19/2017,0
2/20/2017,0
2/21/2017,0
2/22/2017,0
2/23/2017,0
2/24/2017,0
2/25/2017,0
2/26/2017,0
2/27/2017,0
2/28/2017,0
3/1/2017,0
3/2/2017,0
3/3/2017,0
3/4/2017,0
3/5/2017,0
3/6/2017,0
3/7/2017,0
3/8/2017,0
3/9/2017,0
3/10/2017,0
3/11/2017,0
3/12/2017,0
3/13/2017,0
3/14/2017,0
3/15/2017,0
3/16/2017,0
3/17/2017,0
3/18/2017,0
3/19/2017,0
3/20/2017,0
3/21/2017,0
3/22/2017,0
3/23/2017,0
3/24/2017,0
3/25/2017,0
3/26/2017,0
3/27/2017,0
3/28/2017,0
3/29/2017,0
3/30/2017,0
3/31/2017,0
4/1/2017,0
4/2/2017,0
4/3/2017,0
4/4/2017,0
4/5/2017,0
4/6/2017,0
4/7/2017,0
4/8/2017,0
4/9/2017,0
4/10/2017,0
4/11/2017,0
4/12/2017,0
4/13/2017,0
4/14/2017,0
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,0
4/19/2017,0
4/20/2017,0
4/21/2017,0
4/22/2017,0.1
4/23/2017,0
4/24/2017,0
4/25/2017,0.2
4/26/2017,0.1
4/27/2017,0
4/28/2017,0
4/29/2017,0
4/30/2017,0
5/1/2017,0
5/2/2017,0
5/3/2017,0
5/4/2017,0
5/5/2017,0
5/6/2017,0
5/7/2017,0
5/8/2017,0
5/9/2017,0.4
5/10/2017,0.1
5/11/2017,0
5/12/2017,0
5/13/2017,0
5/14/2017,0
5/15/2017,0
5/16/2017,0
5/17/2017,0.2
5/18/2017,0
5/19/2017,0
5/20/2017,0.1
5/21/2017,0
5/22/2017,0
5/23/2017,0
5/24/2017,0.1
5/25/2017,0
5/26/2017,0
5/27/2017,0
5/28/2017,0.2
5/29/2017,0.3
5/30/2017,6.3
5/31/2017,1.4
6/1/2017,0
6/2/2017,0.1
6/3/2017,0
6/4/2017,0
6/5/2017,0.8
6/6/2017,2.9
6/7/2017,7
6/8/2017,5
6/9/2017,8.4
6/10/2017,0.1
6/11/2017,0
6/12/2017,0.2
6/13/2017,1.1
6/14/2017,1.5
6/15/2017,0.2
6/16/2017,1.7
6/17/2017,0.7
6/18/2017,0
6/19/2017,3.2
6/20/2017,0.1
6/21/2017,0.6
6/22/2017,4.2
6/23/2017,5.2
6/24/2017,7.1
6/25/2017,6.9
6/26/2017,39.1
6/27/2017,2.8
6/28/2017,2.5
6/29/2017,13.3
6/30/2017,6.3
7/1/2017,1.8
7/2/2017,0.5
7/3/2017,20.9
7/4/2017,1.2
7/5/2017,0.2
7/6/2017,0.7
7/7/2017,0.6
7/8/2017,0.3
7/9/2017,12.2
7/10/2017,1.2
7/11/2017,0.2
7/12/2017,5.9
7/13/2017,108.4
7/14/2017,41.4
7/15/2017,27.6
7/16/2017,8
7/17/2017,6.2
7/18/2017,11.6
7/19/2017,28.8
7/20/2017,17.8
7/21/2017,14.4
7/22/2017,9.9
7/23/2017,5.1
7/24/2017,5.2
7/25/2017,0.3
7/26/2017,6.1
7/27/2017,21.8
7/28/2017,32
7/29/2017,0.4
7/30/2017,5.3
7/31/2017,0.8
8/1/2017,12.7
8/2/2017,5.2
8/3/2017,5.9
8/4/2017,0.8
8/5/2017,1.5
8/6/2017,9.1
8/7/2017,19.6
8/8/2017,6.6
8/9/2017,11.6
8/10/2017,2.4
8/11/2017,8.5
8/12/2017,1.7
8/13/2017,0.1
8/14/2017,0.3
8/15/2017,1.3
8/16/2017,0.2
8/17/2017,3.9
8/18/2017,3
8/19/2017,16.9
8/20/2017,16.7
8/21/2017,1.3
8/22/2017,1.3
8/23/2017,5.9
8/24/2017,12.4
8/25/2017,4.5
8/26/2017,16.1
8/27/2017,12.7
8/28/2017,14.1
8/29/2017,16.8
8/30/2017,2.4
8/31/2017,0
9/1/2017,0.1
9/2/2017,0.7
9/3/2017,0.3
9/4/2017,0.6
9/5/2017,2.5
9/6/2017,1.6
9/7/2017,0.1
9/8/2017,3.5
9/9/2017,6
9/10/2017,12.2
9/11/2017,9.8
9/12/2017,20.3
9/13/2017,13.4
9/14/2017,15.9
9/15/2017,46.7
9/16/2017,6.1
9/17/2017,9.9
9/18/2017,13.2
9/19/2017,0.7
9/20/2017,18.6
9/21/2017,30.5
9/22/2017,7
9/23/2017,0
9/24/2017,0.2
9/25/2017,0.6
9/26/2017,0.1
9/27/2017,0.1
9/28/2017,0
9/29/2017,0
9/30/2017,0
10/1/2017,0
10/2/2017,0
10/3/2017,0
10/4/2017,0
10/5/2017,0
10/6/2017,0.5
10/7/2017,1.6
10/8/2017,0.5
10/9/2017,3.3
10/10/2017,5.4
10/11/2017,0.2
10/12/2017,5.4
10/13/2017,3.1
10/14/2017,0
10/15/2017,0
10/16/2017,0
10/17/2017,0
10/18/2017,0
10/19/2017,0
10/20/2017,1
10/21/2017,0.1
10/22/2017,0
10/23/2017,0
10/24/2017,0
10/25/2017,0
10/26/2017,0
10/27/2017,0
10/28/2017,0
10/29/2017,0
10/30/2017,0
10/31/2017,0
11/1/2017,0
11/2/2017,0
11/3/2017,0
11/4/2017,0
11/5/2017,0
11/6/2017,0
11/7/2017,0
11/8/2017,0
11/9/2017,0
11/10/2017,0
11/11/2017,0
11/12/2017,0
11/13/2017,0
11/14/2017,0
11/15/2017,0
11/16/2017,0
11/17/2017,0
11/18/2017,1.1
11/19/2017,0
11/20/2017,0
11/21/2017,0
11/22/2017,0
11/23/2017,0
11/24/2017,0
11/25/2017,0
11/26/2017,0
11/27/2017,0
11/28/2017,0
11/29/2017,0
11/30/2017,0
12/1/2017,0
12/2/2017,0
12/3/2017,0
12/4/2017,0
12/5/2017,0.7
12/6/2017,1.1
12/7/2017,0.1
12/8/2017,0
12/9/2017,0
12/10/2017,0
12/11/2017,0
12/12/2017,0
12/13/2017,1.3
12/14/2017,0.6
12/15/2017,0
12/16/2017,0
12/17/2017,0
12/18/2017,0
12/19/2017,0
12/20/2017,0
12/21/2017,0
12/22/2017,0
12/23/2017,0
12/24/2017,0
12/25/2017,0
12/26/2017,0
12/27/2017,0
12/28/2017,0
12/29/2017,0
12/30/2017,0
12/31/2017,0
1/1/2018,0
